iter	RMSE
186	0.07159559508
187	0.07143693555
188	0.07126770289
189	0.07111731904
190	0.070957662
191	0.0708764004
192	0.07080005656
193	0.07053090631
194	0.07036410284
195	0.07021575803
196	0.07009691415
197	0.06996062418
198	0.06984139382
199	0.06962898372
200	0.06950438729
201	0.06934602637
202	0.06920639828
203	0.0690986541
204	0.06903718304
205	0.06893484026
206	0.068674528
207	0.0685493763
208	0.06846112
209	0.06835164131
210	0.06826189507
211	0.06805368317
212	0.06792528751
213	0.06786635352
214	0.06777885797
215	0.06756744876
216	0.06746193195
217	0.06735365133
218	0.06727312044
219	0.06717143069
220	0.06710716836
221	0.06695419134
222	0.06683789955
223	0.06670253995
224	0.06659865915
225	0.06641691229
226	0.06632571362
227	0.0662210288
228	0.06612679661
229	0.06593230563
230	0.06582204247
231	0.0656811415
232	0.06560319364
233	0.06550695109
234	0.0653887234
235	0.06524606128
236	0.06507596498
237	0.06497440451
238	0.06485249004
239	0.06477676156
240	0.06456198136
241	0.06450390636
242	0.0643903606
243	0.06431086842
244	0.06421080363
245	0.06409931443
246	0.06392833613
247	0.0637664338
248	0.06363670775
249	0.06350640463
250	0.0634253221
251	0.06332508126
252	0.06325278379
253	0.06315508325
254	0.06303711779
255	0.06294960433
256	0.06285868573
257	0.06277553224
258	0.06269574708
259	0.06260419722
260	0.06251157217
261	0.06242804205
262	0.06234760556
263	0.06228292615
264	0.06224032822
265	0.06213255214
266	0.06207071047
267	0.06203131256
268	0.06189103238
269	0.06173952522
270	0.06165914579
271	0.0615202285
272	0.06146283931
273	0.06138585367
274	0.06124071823
275	0.06117375415
276	0.0611415699
277	0.06101282586
278	0.06090466656
279	0.06078876641
280	0.06072130909
281	0.0606675093
282	0.06058400949
283	0.06049316206
284	0.06037233203
285	0.0602769819
286	0.06016787424
287	0.06009230751
288	0.05999611542
289	0.0599042678
290	0.05977840672
291	0.05960897233
292	0.05956494043
293	0.05943001695
294	0.05938042833
295	0.05932332455
296	0.05928588928
297	0.05920507311
298	0.05908642828
299	0.05898838544
300	0.05891153873
301	0.05882034104
302	0.05869969223
303	0.05859626689
304	0.0585348898
305	0.05846025941
306	0.05833404131
307	0.05826508371
308	0.05817316402
309	0.05807395944
310	0.05800845911
311	0.05788586787
312	0.05779619699
313	0.05773612551
314	0.0576595131
315	0.05760297656
316	0.05751240573
317	0.0574542063
318	0.05742123841
319	0.05730511352
320	0.05716591503
321	0.05709057873
322	0.05700995999
323	0.05693262662
324	0.05688280975
325	0.05683190867
326	0.05678528785
327	0.05673743125
328	0.05668975624
329	0.05661834675
330	0.05653839893
331	0.05645293741
332	0.05635675909
333	0.05627120904
334	0.05622945356
335	0.05615853854
336	0.05611306248
337	0.05603990649
338	0.05598610745
339	0.05594281051
340	0.05587358699
341	0.05576818896
342	0.05572715755
343	0.05559909258
344	0.05552112434
345	0.05549609237
346	0.05545708593
347	0.05538118495
348	0.05528654257
349	0.05525074145
350	0.05514943412
351	0.05503260363
352	0.05495563945
353	0.05490020109
354	0.05484705749
355	0.0548226347
356	0.05475245132
357	0.05464678283
358	0.05461512894
359	0.05452355467
360	0.05447660099
361	0.05438763778
362	0.05432966826
363	0.05429223057
364	0.05421864278
365	0.05413752038
366	0.05408313228
367	0.05401131125
368	0.05391540615
369	0.05386266426
370	0.05379032511
371	0.05369658637
372	0.05363523376
373	0.05355306396
374	0.05350877455
375	0.05345103172
376	0.05344098447
377	0.05339269319
378	0.05336145486
379	0.0532617002
380	0.05319776952
381	0.05310937971
382	0.05305598351
383	0.05299834609
384	0.05289472455
385	0.05281434453
386	0.05274209797
387	0.05265569021
388	0.05257902109
389	0.0525438322
390	0.05247993697
391	0.05240723939
392	0.05233776469
393	0.05225199244
394	0.05217425117
395	0.05206858733
396	0.05204971394
397	0.0520129859
398	0.05196963354
399	0.05190296129
400	0.05185825761
401	0.05180224685
402	0.05175088102
403	0.05167458434
404	0.05162121078
405	0.051543433
406	0.05146923407
407	0.05139711624
408	0.05131207217
409	0.05127213665
410	0.05122164107
411	0.05114862581
412	0.05110337785
413	0.05108115557
414	0.05100940356
415	0.05094884184
416	0.05090941045
417	0.05084364954
418	0.05080639688
419	0.0507670364
420	0.05068652604
421	0.05064197279
422	0.05056492738
423	0.05052930168
424	0.05047258334
425	0.05037967544
426	0.05031790977
427	0.05025293987
428	0.05020893864
429	0.05014818967
430	0.05011819126
431	0.05004435403
432	0.04998183666
433	0.04992354976
434	0.0498542302
435	0.04980576482
436	0.0497585942
437	0.04968603286
438	0.04963276353
439	0.04956908374
440	0.0495207287
441	0.04949441944
442	0.04943758079
443	0.04936574353
444	0.04932998946
445	0.04926346664
446	0.04920462566
447	0.04916030479
448	0.04911627253
449	0.04909597019
450	0.04902688075
451	0.04899476162
452	0.04894316642
453	0.04883866263
454	0.04881404312
455	0.04874739495
456	0.04870184665
457	0.04865329176
458	0.04862335449
459	0.04858503646
460	0.04854327943
461	0.04848215862
462	0.0484264719
463	0.04840535795
464	0.04837355059
465	0.04831057473
466	0.04826008927
467	0.04821441388
468	0.04816157558
469	0.04814868805
470	0.04807119001
471	0.04802028632
472	0.04794618157
473	0.04788385039
474	0.04782189628
475	0.04774075523
476	0.04771160223
477	0.04765455394
478	0.04762869876
479	0.04758625176
480	0.04755498011
481	0.04750164951
482	0.04743510526
483	0.04739557798
484	0.04732449151
485	0.04726613796
486	0.04722410025
487	0.04718464381
488	0.04716391998
489	0.04710995239
490	0.04706468789
491	0.04699998665
492	0.04691162649
493	0.04687694957
494	0.0468404092
495	0.04677882576
496	0.04668547266
497	0.04662266217
498	0.04657391115
499	0.04654848973
500	0.0464844203
501	0.04644596233
502	0.04641741655
503	0.04638290108
504	0.04634128352
505	0.04629415163
506	0.04627631189
507	0.0462498029
508	0.04619946828
509	0.04614344887
510	0.04610773034
511	0.0460775498
512	0.0460242151
513	0.04596347202
514	0.04589578394
515	0.04585224954
516	0.04580106754
517	0.04576191607
518	0.04570735756
519	0.04567138625
520	0.0456233815
521	0.04554544565
522	0.0455075727
523	0.04546040121
524	0.04540713436
525	0.04537724836
526	0.04534423032
527	0.04530595557
528	0.04527879524
529	0.04526141406
530	0.04520357213
531	0.04516369631
532	0.04514695425
533	0.04508909258
534	0.04504054721
535	0.04500478065
536	0.04495202772
537	0.04492519992
538	0.04488934968
539	0.04487879029
540	0.04480274375
541	0.04477839443
542	0.04475019296
543	0.04470409249
544	0.04466433084
545	0.04460694941
546	0.04455133023
547	0.04449127823
548	0.04443839348
549	0.04437116171
550	0.04435491863
551	0.04434697094
552	0.04432188444
553	0.04429672167
554	0.04426862419
555	0.04424372603
556	0.04421171677
557	0.04417703995
558	0.0441362909
559	0.04410974876
560	0.04406074995
561	0.04401165852
562	0.04397692102
563	0.04396595176
564	0.04393963556
565	0.04390718053
566	0.04385222818
567	0.04380853186
568	0.04379209264
569	0.04376827676
570	0.04374373611
571	0.04368056551
572	0.04361811746
573	0.04356732922
574	0.04352556646
575	0.04349716853
576	0.04346523722
577	0.0434360224
578	0.04336811489
579	0.043354004
580	0.04329915095
581	0.04323260297
582	0.0432021882
583	0.04317749575
584	0.04315814445
585	0.04313068747
586	0.04309526037
587	0.04304980825
588	0.0430100806
589	0.04294733821
590	0.04287460278
591	0.042846161
592	0.04277524077
593	0.04274719702
594	0.04271452813
595	0.0426899278
596	0.0426372561
597	0.04260359232
598	0.04257766639
599	0.0425448663
600	0.04252395703
601	0.04248124973
602	0.04243084831
603	0.04239831652
604	0.04238962037
605	0.04235754376
606	0.04232766432
607	0.04229410886
608	0.0422665404
609	0.04222041262
610	0.04219457954
611	0.04218059624
612	0.04215056589
613	0.04209305906
614	0.04206196407
615	0.0420123178
616	0.04198905774
617	0.04194129749
618	0.04191953201
619	0.04189109355
620	0.04185905901
621	0.04184631258
622	0.04182840326
623	0.04180338535
624	0.04177757875
625	0.04174971137
626	0.04169838871
627	0.04164396413
628	0.04160231146
629	0.04157506497
630	0.04156081868
631	0.0415461386
632	0.04151163113
633	0.04149003451
634	0.04145888835
635	0.04143776423
636	0.04142273007
637	0.04141607582
638	0.04136167421
639	0.04132617508
640	0.04128802856
641	0.04126851108
642	0.04121848745
643	0.04117563471
644	0.04114749059
645	0.04113966192
646	0.04109834508
647	0.04109086405
648	0.04107686785
649	0.04102177748
650	0.0409871973
651	0.04096459415
652	0.04093718024
653	0.04091534806
654	0.04089736083
655	0.04086509377
656	0.04084574817
657	0.04080672068
658	0.04077783495
659	0.04072654916
660	0.0407113273
661	0.0406726167
662	0.04064906855
663	0.04060810961
664	0.04058932324
665	0.04056561318
666	0.04052218429
667	0.04047853703
668	0.04046389073
669	0.04045670449
670	0.04042894425
671	0.04039261178
672	0.04037199919
673	0.04034348751
674	0.04031180602
675	0.04029286183
676	0.0402696196
677	0.04022964337
678	0.04021597005
679	0.04015294498
680	0.04013615667
681	0.04010759174
682	0.04007114786
683	0.04002652257
684	0.04000801817
685	0.03996954656
686	0.03993979249
687	0.03989483514
688	0.03987071629
689	0.0398148335
690	0.0397773172
691	0.03975549412
692	0.03974296516
693	0.03972154566
694	0.03969278439
695	0.0396784257
696	0.03966335875
697	0.03963993187
698	0.03961333051
699	0.03957290495
700	0.03953721444
701	0.03951096016
702	0.03947272663
703	0.03942443288
704	0.0393819942
705	0.03932693113
706	0.03929567143
707	0.03924347588
708	0.03921981931
709	0.03917611163
710	0.03916217574
711	0.03912837368
712	0.03909594508
713	0.03908309544
714	0.0390723964
715	0.03905187197
716	0.03904219869
717	0.0390031169
718	0.03898054341
719	0.03893430339
720	0.03892109957
721	0.03889833448
722	0.03887153006
723	0.03884267368
724	0.03881235021
725	0.03879812776
726	0.03877854724
727	0.03876043468
728	0.03872164853
729	0.0386985957
730	0.03868754536
731	0.03865595471
732	0.03862075725
733	0.03858134408
734	0.03857195096
735	0.03855511089
736	0.03853931614
737	0.03852135917
738	0.03848315861
739	0.03845506334
740	0.03843643048
741	0.03837154681
742	0.03835689001
743	0.03834705823
744	0.03831449812
745	0.03826653562
746	0.03825067104
747	0.03822692296
748	0.03820005654
749	0.03818217681
750	0.038152185
751	0.0381265909
752	0.03809029396
753	0.03806350832
754	0.03803418617
755	0.03801087374
756	0.03798127553
757	0.03795283884
758	0.03792622408
759	0.03790112231
760	0.0378876271
761	0.03786372235
762	0.03781835055
763	0.03779546905
764	0.03775306461
765	0.03771531941
766	0.03768651957
767	0.03765273651
768	0.03761442018
769	0.03757745738
770	0.03755091222
771	0.03752434209
772	0.03749403727
773	0.03747095346
774	0.03744479483
775	0.03741025595
776	0.03738014081
777	0.03734719763
778	0.03731259686
779	0.0372807363
780	0.037255029
781	0.03723152425
782	0.03721865354
783	0.03718336925
784	0.03716222123
785	0.0371371198
786	0.03713013533
787	0.03709134809
788	0.0370691467
789	0.03703997641
790	0.0370333243
791	0.0370061051
792	0.03696508907
793	0.03692105388
794	0.03687051957
795	0.03683249259
796	0.03682391973
797	0.03679157768
798	0.03676693482
799	0.03674461979
800	0.03670971656
801	0.03669661664
802	0.03668008453
803	0.03666542037
804	0.03665042357
805	0.03659570827
806	0.0365824012
807	0.03655397966
808	0.03654056458
809	0.03650290523
810	0.03647413001
811	0.03644139702
812	0.03642266411
813	0.0363997824
814	0.03638133999
815	0.03633187137
816	0.03630480702
817	0.03627938041
818	0.03626604331
819	0.03621846667
820	0.03619028883
821	0.03616063394
822	0.03611503068
823	0.03607876193
824	0.03605263488
825	0.03602534089
826	0.03599415215
827	0.03597578106
828	0.03595802258
829	0.03594030438
830	0.03590250544
831	0.03588866664
832	0.03586807688
833	0.03584540739
834	0.03582082456
835	0.03578547796
836	0.03576934244
837	0.03572168663
838	0.03568505273
839	0.03564948401
840	0.03561642681
841	0.03558353385
842	0.03555873411
843	0.03552052865
844	0.03549610112
845	0.03548581427
846	0.03543981637
847	0.03543122667
848	0.03539269698
849	0.03535112595
850	0.03533924301
851	0.03531430307
852	0.03529897056
853	0.0352675188
854	0.0352343821
855	0.03521109369
856	0.03519993486
857	0.03519010348
858	0.03517657383
859	0.03516522112
860	0.03515028917
861	0.03512188473
862	0.03509772109
863	0.03506576341
864	0.03504393129
865	0.03503719003
866	0.03502072714
867	0.03500474733
868	0.03498945827
869	0.03497407529
870	0.03494616123
871	0.03490664551
872	0.03488528824
873	0.03487317976
874	0.034855697
875	0.03484668811
876	0.03480500639
877	0.03478163986
878	0.03476704843
879	0.03474740646
880	0.03473716927
881	0.03473011953
882	0.034697119
883	0.03466495247
884	0.03463199129
885	0.03462120068
886	0.03461096703
887	0.03459293385
888	0.03458403053
889	0.03457904947
890	0.03455359195
891	0.03452997536
892	0.03451577518
893	0.03448589482
894	0.03446658844
895	0.03443583458
896	0.03442519203
897	0.03440600338
898	0.03436902937
899	0.03436107814
900	0.03432704235
901	0.03429343915
902	0.03426282074
903	0.03425676821
904	0.03422277079
905	0.03421378072
906	0.03420438965
907	0.03417357488
908	0.03414654637
909	0.03412162229
910	0.03411330637
911	0.03409371124
912	0.03407369872
913	0.03405576533
914	0.03404610239
915	0.0340258353
916	0.03400234804
917	0.03399352677
918	0.03398792334
919	0.0339587126
920	0.0339296737
921	0.03392053258
922	0.03390424601
923	0.03386877792
924	0.03383962492
925	0.03381947717
926	0.03379371133
927	0.03376920649
928	0.03374437211
929	0.03373349717
930	0.03372435664
931	0.03370775858
932	0.03368685622
933	0.03365764022
934	0.03363544041
935	0.03362781061
936	0.03361533947
937	0.03359063297
938	0.03357082202
939	0.03354111825
940	0.03352086831
941	0.03351109454
942	0.0334905751
943	0.03347223729
944	0.03343980598
945	0.03341775001
946	0.03341300131
947	0.03340726954
948	0.03339858672
949	0.0333815943
950	0.03336692175
951	0.03335095521
952	0.0333165358
953	0.03329324692
954	0.03328180148
955	0.03325673956
956	0.03323584398
957	0.03320850307
958	0.03319949496
959	0.03317321034
960	0.03316151999
961	0.03314278456
962	0.03311280227
963	0.03308706643
964	0.03307500328
965	0.03305260757
966	0.03302916058
967	0.03300296857
968	0.03299095736
969	0.03297623674
970	0.03294928124
971	0.03291765738
972	0.03287525026
973	0.03285872335
974	0.03284458353
975	0.03281488463
976	0.03279051094
977	0.03275019017
978	0.03272078193
979	0.03269405258
980	0.03267474376
981	0.03266104765
982	0.03265357954
983	0.03263903111
984	0.03262720146
985	0.03260124956
986	0.03257826027
987	0.03254901083
988	0.03252327934
989	0.03248895093
990	0.03246665493
991	0.03245229686
992	0.03244302211
993	0.03243174346
994	0.03242291941
995	0.03241221917
996	0.03239534842
997	0.03237474424
998	0.03236190409
999	0.03234359271
